object_id,centroids_x,centroids_y,aspect_ratio,area,frames,scores,counted
5206,1001,1473,2.9466666666666668,66300.0,132,0.52,False
5206,1031,1452,4.863013698630137,25915.0,135,0.62,False
5286,698,1410,0.0,0.0,139,0.12,False
5286,755,1301,3.9709302325581395,117476.0,143,0.15,False
5286,797,1391,2.7142857142857144,70357.0,145,0.24,False
5286,886,1426,2.518987341772152,62884.0,150,0.12,False
5286,929,1436,2.4491017964071857,68303.0,151,0.12,False
5286,956,1442,2.4277777777777776,78660.0,152,0.12,False
5286,992,1451,14.068965517241379,47328.0,153,0.37,False
5286,1010,1463,2.83125,72480.0,154,0.14,False
5297,23,1041,0.0,0.0,155,0.38,True
5297,32,1055,12.391304347826088,58995.0,156,0.88,True
5297,53,1089,10.524390243902438,70766.0,157,0.79,True
5297,68,1120,11.573333333333334,65100.0,158,0.81,True
5297,81,1127,12.528571428571428,61390.0,159,0.83,True
5297,94,1119,11.644736842105264,67260.0,160,0.81,True
5297,114,1106,11.906666666666666,66975.0,161,0.85,True
5297,131,1090,12.38888888888889,64224.0,162,0.86,True
5297,151,1088,11.973333333333333,67350.0,163,0.73,True
5297,176,1090,3.5,59150.0,164,0.83,True
5297,194,1085,3.767857142857143,47264.0,165,0.57,True
5297,217,1224,4.432098765432099,29079.0,166,0.33,True
5297,247,1269,5.931818181818182,11484.0,167,0.28,True
5297,260,1288,6.535714285714286,5124.0,168,0.15,True
5297,277,1204,10.544117647058824,48756.0,169,0.85,True
5297,291,1151,10.20253164556962,63674.0,170,0.73,True
5297,309,1118,12.101449275362318,57615.0,171,0.87,True
5297,329,1096,12.602941176470589,58276.0,172,0.86,True
5297,345,1090,12.19718309859155,61486.0,173,0.86,True
5297,357,1084,11.428571428571429,67760.0,174,0.85,True
5297,373,1086,11.294871794871796,68718.0,175,0.87,True
5297,378,1075,10.726190476190476,75684.0,176,0.4,True
5297,380,1062,10.764705882352942,77775.0,177,0.72,True
5297,385,1055,10.848837209302326,80238.0,178,0.82,True
5297,396,1052,8.647058823529411,89964.0,179,0.85,True
5297,410,1050,8.25233644859813,94481.0,180,0.87,True
5297,428,1056,6.8,114920.0,181,0.78,True
5297,445,1059,6.731343283582089,120868.0,182,0.78,True
5297,461,1057,6.371428571428571,124880.0,183,0.83,True
5297,482,1053,6.418439716312057,127605.0,184,0.84,True
5297,498,1052,6.121621621621622,134088.0,185,0.84,True
5297,509,1050,6.239726027397261,133006.0,186,0.86,True
5297,528,1044,5.901315789473684,136344.0,187,0.8,True
5297,545,1036,6.361702127659575,126477.0,188,0.83,True
5297,558,1035,5.6503067484662575,150123.0,189,0.85,True
5297,579,1036,5.421052631578948,158517.0,190,0.86,True
5297,595,1033,5.980769230769231,145548.0,191,0.85,True
