frame_id,stem,product,object_id,area,aspect_ratio,number_of_grapes,ths1,ths2,ths3,ths4,rg1,rg2,rg3,rg4,ratio_upper_lower,ratio_left_right,mean_grape_area,mean_grape_ratio,percentage_bunch_area,compactness
388,7,24,369,13468,1.626,39,0,7,5,35,0,0,0,51,1.29,1.05,273.15,1.08,0.24,0.05
388,7,24,364,10375,1.506,25,0,0,12,48,0,0,0,40,1.08,1.5,325.48,1.1,0.21,0.06
388,7,24,359,9196,1.592,30,0,40,20,26,0,0,0,13,1.0,0.67,400.27,1.04,0.19,0.06
477,8,37,360,15035,1.598,27,0,0,0,7,0,0,0,92,2.0,1.08,219.37,1.13,0.16,0.06
477,8,37,379,24743,2.083,18,0,0,11,22,0,0,0,66,2.0,0.8,343.39,1.1,0.16,0.06
477,8,37,376,12118,1.759,42,0,0,40,16,0,0,0,42,1.21,0.91,403.74,1.22,0.18,0.05
477,8,37,383,15552,1.688,21,4,0,0,0,0,0,0,95,1.33,0.91,323.62,1.13,0.16,0.06
477,8,37,365,14362,1.942,16,0,0,0,0,0,0,6,93,1.29,0.78,272.0,1.14,0.11,0.06
477,8,37,374,28274,1.575,19,0,0,0,10,0,0,0,89,0.58,0.9,248.05,1.18,0.14,0.06
477,8,37,381,24050,1.423,24,0,0,0,8,0,0,0,91,1.0,0.71,294.54,1.22,0.18,0.07
477,8,37,396,19380,2.147,17,0,5,5,5,0,0,0,82,0.89,0.89,478.35,1.2,0.17,0.08
477,8,37,387,20394,2.081,22,0,0,0,31,0,0,0,68,1.2,1.0,378.0,1.29,0.12,0.05
477,8,37,397,19855,2.2,56,0,0,7,17,0,0,0,75,1.95,0.87,268.32,1.14,0.16,0.03
477,8,37,395,29637,2.405,12,0,8,0,8,0,0,0,83,1.0,1.4,307.5,1.03,0.15,0.09
477,8,37,408,8036,1.195,15,0,0,0,6,0,0,0,93,2.0,0.88,268.33,1.04,0.14,0.07
477,8,37,394,18084,1.038,39,0,0,0,2,0,0,0,97,1.05,1.05,418.15,1.05,0.19,0.05
477,8,37,399,22600,1.77,26,0,0,0,0,0,0,0,100,1.0,1.17,200.46,1.07,0.2,0.06
477,8,37,404,18250,1.168,33,0,0,0,0,0,0,0,100,1.54,0.74,441.7,1.14,0.19,0.06
477,8,37,407,19224,2.427,38,5,0,0,5,0,0,0,89,1.11,1.0,490.45,1.08,0.22,0.05
477,8,37,424,27798,2.177,17,0,0,0,0,0,0,0,100,1.43,0.89,231.59,1.11,0.11,0.06
477,8,37,410,27474,2.114,20,0,0,0,0,0,0,0,100,1.5,1.0,272.55,1.17,0.15,0.06
477,8,37,421,25651,2.009,37,0,10,13,0,0,0,0,75,1.06,0.85,519.08,1.19,0.21,0.05
477,8,37,416,30303,2.459,32,3,12,6,0,0,0,0,78,1.91,1.13,460.97,1.15,0.14,0.04
477,8,37,414,14280,2.024,22,0,4,9,4,0,0,0,81,2.67,0.83,351.86,1.01,0.12,0.05
477,8,37,420,15030,1.856,21,0,0,9,9,0,0,0,80,3.2,1.1,313.81,1.11,0.1,0.05
477,8,37,422,11160,1.378,38,0,2,2,0,0,0,0,94,1.0,0.81,388.76,1.16,0.17,0.05
477,8,37,439,21492,1.843,47,0,4,0,23,0,0,2,70,2.36,1.04,235.81,1.24,0.22,0.04
477,8,37,426,29799,1.791,19,0,0,0,5,0,0,0,94,1.71,1.71,242.63,1.21,0.13,0.06
477,8,37,442,28750,1.84,44,0,0,9,2,0,0,0,88,1.1,1.44,564.52,1.18,0.19,0.05
477,8,37,425,18720,2.031,24,0,4,4,12,0,0,4,75,1.18,1.18,286.62,1.14,0.2,0.07
477,8,37,435,13024,2.378,28,0,0,0,3,0,0,3,92,1.15,0.75,281.21,1.22,0.14,0.05
